customer_id,acquisition_date,acquisition_cost_usd,market_segment,supplier_id,order_id,order_date,order_value_usd,payment_date,satisfaction_score,support_tickets,lead_time_days
CUST-495,14/05/2025,860,Africa,SUP-B,ORD-1495,30/06/2027,9000,09/08/2027,4,0,18
CUST-496,15/05/2025,900,North America,SUP-D,ORD-1496,02/07/2027,19500,11/08/2027,5,0,13
CUST-497,16/05/2025,850,Europe,SUP-F,ORD-1497,05/07/2027,14500,14/08/2027,3,1,14
CUST-498,17/05/2025,920,Asia-Pacific,SUP-C,ORD-1498,08/07/2027,21000,17/08/2027,5,0,16
CUST-499,18/05/2025,830,Middle East,SUP-G,ORD-1499,10/07/2027,8000,19/08/2027,4,1,15
CUST-500,19/05/2025,950,North America,SUP-A,ORD-1500,12/07/2027,18000,21/08/2027,4,0,12
CUST-501,20/05/2025,810,Europe,SUP-E,ORD-1501,15/07/2027,10000,24/08/2027,5,0,14
CUST-502,21/05/2025,900,Asia-Pacific,SUP-B,ORD-1502,18/07/2027,23000,27/08/2027,4,2,15
CUST-503,22/05/2025,870,Africa,SUP-D,ORD-1503,20/07/2027,7000,29/08/2027,3,1,19
CUST-504,23/05/2025,890,North America,SUP-F,ORD-1504,22/07/2027,17500,31/08/2027,5,0,13
CUST-505,24/05/2025,930,Europe,SUP-C,ORD-1505,25/07/2027,12500,04/09/2027,4,1,14
CUST-506,25/05/2025,840,Asia-Pacific,SUP-G,ORD-1506,28/07/2027,24500,07/09/2027,5,0,16
CUST-507,26/05/2025,960,Middle East,SUP-A,ORD-1507,30/07/2027,9500,09/09/2027,4,0,16
CUST-508,27/05/2025,820,North America,SUP-E,ORD-1508,02/08/2027,19000,11/09/2027,3,1,12
CUST-509,28/05/2025,940,Europe,SUP-B,ORD-1509,05/08/2027,14000,14/09/2027,5,0,14
CUST-510,29/05/2025,800,Asia-Pacific,SUP-D,ORD-1510,08/08/2027,20000,17/09/2027,4,2,15
CUST-511,30/05/2025,910,Africa,SUP-F,ORD-1511,10/08/2027,8500,19/09/2027,4,0,18
CUST-512,31/05/2025,880,North America,SUP-C,ORD-1512,12/08/2027,18500,21/09/2027,5,0,13
CUST-513,01/06/2025,860,Europe,SUP-G,ORD-1513,15/08/2027,13500,24/09/2027,3,1,14
CUST-514,02/06/2025,920,Asia-Pacific,SUP-A,ORD-1514,18/08/2027,22000,27/09/2027,5,0,16
CUST-515,03/06/2025,850,Middle East,SUP-E,ORD-1515,20/08/2027,6000,29/09/2027,4,1,15
CUST-516,04/06/2025,890,North America,SUP-B,ORD-1516,22/08/2027,17000,01/10/2027,4,0,12
CUST-517,05/06/2025,830,Europe,SUP-D,ORD-1517,25/08/2027,11500,04/10/2027,5,0,14
CUST-518,06/06/2025,950,Asia-Pacific,SUP-F,ORD-1518,28/08/2027,23500,07/10/2027,4,2,15
CUST-519,07/06/2025,810,Africa,SUP-C,ORD-1519,30/08/2027,9000,09/10/2027,3,1,19
CUST-520,08/06/2025,900,North America,SUP-G,ORD-1520,02/09/2027,19500,12/10/2027,5,0,13
CUST-521,09/06/2025,870,Europe,SUP-A,ORD-1521,05/09/2027,14000,15/10/2027,4,1,14
CUST-522,10/06/2025,890,Asia-Pacific,SUP-E,ORD-1522,08/09/2027,21000,18/10/2027,4,0,16
CUST-523,11/06/2025,930,Middle East,SUP-B,ORD-1523,10/09/2027,7500,20/10/2027,5,0,16
CUST-524,12/06/2025,840,North America,SUP-D,ORD-1524,12/09/2027,18500,22/10/2027,3,1,12
CUST-525,13/06/2025,910,Europe,SUP-F,ORD-1525,15/09/2027,10000,25/10/2027,4,1,14
CUST-526,14/06/2025,820,Asia-Pacific,SUP-C,ORD-1526,18/09/2027,22000,28/10/2027,5,0,15
CUST-527,15/06/2025,960,Africa,SUP-G,ORD-1527,20/09/2027,8500,30/10/2027,4,2,18
CUST-528,16/06/2025,800,North America,SUP-A,ORD-1528,22/09/2027,17500,01/11/2027,5,0,13
CUST-529,17/06/2025,940,Europe,SUP-E,ORD-1529,25/09/2027,12500,04/11/2027,4,0,14
CUST-530,18/06/2025,880,Asia-Pacific,SUP-B,ORD-1530,28/09/2027,23500,07/11/2027,3,1,16
CUST-531,19/06/2025,860,Middle East,SUP-D,ORD-1531,30/09/2027,6000,09/11/2027,4,1,15
CUST-532,20/06/2025,900,North America,SUP-F,ORD-1532,02/10/2027,20000,11/11/2027,5,0,12
CUST-533,21/06/2025,850,Europe,SUP-C,ORD-1533,05/10/2027,15000,14/11/2027,4,2,14
CUST-534,22/06/2025,920,Asia-Pacific,SUP-G,ORD-1534,08/10/2027,20000,17/11/2027,4,0,15
CUST-535,23/06/2025,830,Africa,SUP-A,ORD-1535,10/10/2027,9500,19/11/2027,5,0,17
CUST-536,24/06/2025,950,North America,SUP-E,ORD-1536,12/10/2027,18000,21/11/2027,3,1,13
CUST-537,25/06/2025,810,Europe,SUP-B,ORD-1537,15/10/2027,13000,24/11/2027,4,1,14
CUST-538,26/06/2025,900,Asia-Pacific,SUP-D,ORD-1538,18/10/2027,24500,27/11/2027,5,0,16
CUST-539,27/06/2025,870,Middle East,SUP-F,ORD-1539,20/10/2027,7000,29/11/2027,4,0,16
CUST-540,28/06/2025,890,North America,SUP-C,ORD-1540,22/10/2027,17000,01/12/2027,5,0,12
CUST-541,29/06/2025,930,Europe,SUP-G,ORD-1541,25/10/2027,11500,04/12/2027,4,2,14
CUST-542,30/06/2025,840,Asia-Pacific,SUP-A,ORD-1542,28/10/2027,22500,07/12/2027,4,1,15
CUST-543,01/07/2025,960,Africa,SUP-E,ORD-1543,30/10/2027,8500,09/12/2027,3,1,19
CUST-544,02/07/2025,820,North America,SUP-B,ORD-1544,02/11/2027,19500,12/12/2027,5,0,13
CUST-545,03/07/2025,940,Europe,SUP-D,ORD-1545,05/11/2027,14500,15/12/2027,4,0,14
CUST-546,04/07/2025,800,Asia-Pacific,SUP-F,ORD-1546,08/11/2027,21000,18/12/2027,5,0,16
CUST-547,05/07/2025,910,Middle East,SUP-C,ORD-1547,10/11/2027,6000,20/12/2027,4,1,15
CUST-548,06/07/2025,880,North America,SUP-G,ORD-1548,12/11/2027,20000,22/12/2027,3,2,12
CUST-549,07/07/2025,860,Europe,SUP-A,ORD-1549,15/11/2027,10000,25/12/2027,5,0,14
CUST-550,08/07/2025,920,Asia-Pacific,SUP-E,ORD-1550,18/11/2027,23000,28/12/2027,4,1,15
CUST-551,09/07/2025,850,Africa,SUP-B,ORD-1551,20/11/2027,9500,30/12/2027,4,0,18
CUST-552,10/07/2025,890,North America,SUP-D,ORD-1552,22/11/2027,17500,01/01/2028,5,0,13
CUST-553,11/07/2025,830,Europe,SUP-F,ORD-1553,25/11/2027,12500,04/01/2028,3,1,14
CUST-554,12/07/2025,950,Asia-Pacific,SUP-C,ORD-1554,28/11/2027,24500,07/01/2028,5,0,16
CUST-555,13/07/2025,810,Middle East,SUP-G,ORD-1555,30/11/2027,7000,09/01/2028,4,1,16
CUST-556,14/07/2025,900,North America,SUP-A,ORD-1556,02/12/2027,19500,11/01/2028,4,0,12
CUST-557,15/07/2025,870,Europe,SUP-E,ORD-1557,05/12/2027,14500,14/01/2028,5,0,14
CUST-558,16/07/2025,890,Asia-Pacific,SUP-B,ORD-1558,08/12/2027,21500,17/01/2028,4,2,15
CUST-559,17/07/2025,930,Africa,SUP-D,ORD-1559,10/12/2027,8000,19/01/2028,3,1,19
CUST-560,18/07/2025,840,North America,SUP-F,ORD-1560,12/12/2027,18000,21/01/2028,5,0,13
CUST-561,19/07/2025,910,Europe,SUP-C,ORD-1561,15/12/2027,13000,24/01/2028,4,1,14
CUST-562,20/07/2025,820,Asia-Pacific,SUP-G,ORD-1562,18/12/2027,24000,27/01/2028,5,0,16
CUST-563,21/07/2025,960,Middle East,SUP-A,ORD-1563,20/12/2027,9500,29/01/2028,4,0,15
CUST-564,22/07/2025,800,North America,SUP-E,ORD-1564,22/12/2027,17000,31/01/2028,3,1,12
CUST-565,23/07/2025,940,Europe,SUP-B,ORD-1565,25/12/2027,11500,04/02/2028,5,0,14
CUST-566,24/07/2025,880,Asia-Pacific,SUP-D,ORD-1566,28/12/2027,22500,07/02/2028,4,2,15
CUST-567,25/07/2025,860,Africa,SUP-F,ORD-1567,30/12/2027,7000,09/02/2028,4,0,18
CUST-568,26/07/2025,900,North America,SUP-C,ORD-1568,02/01/2028,19000,11/02/2028,5,0,13
CUST-569,27/07/2025,850,Europe,SUP-G,ORD-1569,05/01/2028,14000,14/02/2028,3,1,14
CUST-570,28/07/2025,920,Asia-Pacific,SUP-A,ORD-1570,08/01/2028,20500,17/02/2028,5,0,16
CUST-571,29/07/2025,830,Middle East,SUP-E,ORD-1571,10/01/2028,8000,19/02/2028,4,1,15
CUST-572,30/07/2025,950,North America,SUP-B,ORD-1572,12/01/2028,18500,21/02/2028,4,0,12
CUST-573,31/07/2025,810,Europe,SUP-D,ORD-1573,15/01/2028,13500,24/02/2028,5,0,14
CUST-574,01/08/2025,900,Asia-Pacific,SUP-F,ORD-1574,18/01/2028,25000,27/02/2028,4,2,15
CUST-575,02/08/2025,870,Africa,SUP-C,ORD-1575,20/01/2028,9500,29/02/2028,3,1,19
CUST-576,03/08/2025,890,North America,SUP-G,ORD-1576,22/01/2028,16000,02/03/2028,5,0,13
CUST-577,04/08/2025,930,Europe,SUP-A,ORD-1577,25/01/2028,11000,05/03/2028,4,1,14
CUST-578,05/08/2025,840,Asia-Pacific,SUP-E,ORD-1578,28/01/2028,22000,08/03/2028,5,0,16
CUST-579,06/08/2025,960,Middle East,SUP-B,ORD-1579,30/01/2028,6500,10/03/2028,4,0,16
CUST-580,07/08/2025,820,North America,SUP-D,ORD-1580,02/02/2028,17500,13/03/2028,3,1,12
CUST-581,08/08/2025,940,Europe,SUP-F,ORD-1581,05/02/2028,12500,16/03/2028,5,0,14
CUST-582,09/08/2025,800,Asia-Pacific,SUP-C,ORD-1582,08/02/2028,24000,19/03/2028,4,2,15
CUST-583,10/08/2025,910,Africa,SUP-G,ORD-1583,10/02/2028,8000,21/03/2028,4,0,18
CUST-584,11/08/2025,880,North America,SUP-A,ORD-1584,12/02/2028,19500,23/03/2028,5,0,13
CUST-585,12/08/2025,860,Europe,SUP-E,ORD-1585,15/02/2028,14500,26/03/2028,3,1,14
CUST-586,13/08/2025,920,Asia-Pacific,SUP-B,ORD-1586,18/02/2028,20000,29/03/2028,5,0,16
CUST-587,14/08/2025,850,Middle East,SUP-D,ORD-1587,20/02/2028,9000,31/03/2028,4,1,15
CUST-588,15/08/2025,890,North America,SUP-F,ORD-1588,22/02/2028,18000,02/04/2028,4,0,12
CUST-589,16/08/2025,830,Europe,SUP-C,ORD-1589,25/02/2028,13000,05/04/2028,5,0,14
CUST-590,17/08/2025,950,Asia-Pacific,SUP-G,ORD-1590,28/02/2028,22500,08/04/2028,4,2,15
CUST-591,18/08/2025,810,Africa,SUP-A,ORD-1591,02/03/2028,7500,11/04/2028,3,1,19
CUST-592,19/08/2025,900,North America,SUP-E,ORD-1592,05/03/2028,17000,14/04/2028,5,0,13
CUST-593,20/08/2025,870,Europe,SUP-B,ORD-1593,08/03/2028,11500,17/04/2028,4,1,14
CUST-594,21/08/2025,890,Asia-Pacific,SUP-D,ORD-1594,10/03/2028,24000,19/04/2028,5,0,16
CUST-595,22/08/2025,930,Middle East,SUP-F,ORD-1595,12/03/2028,8500,21/04/2028,4,0,16
CUST-596,23/08/2025,840,North America,SUP-C,ORD-1596,15/03/2028,19500,24/04/2028,3,1,12
CUST-597,24/08/2025,910,Europe,SUP-G,ORD-1597,18/03/2028,14500,27/04/2028,5,0,14
CUST-598,25/08/2025,820,Asia-Pacific,SUP-A,ORD-1598,20/03/2028,20000,29/04/2028,4,2,15
CUST-599,26/08/2025,960,Africa,SUP-E,ORD-1599,22/03/2028,9000,01/05/2028,4,0,18
CUST-600,27/08/2025,800,North America,SUP-B,ORD-1600,25/03/2028,18000,04/05/2028,5,0,13
CUST-601,28/08/2025,940,Europe,SUP-D,ORD-1601,28/03/2028,13000,07/05/2028,3,1,14
CUST-602,29/08/2025,880,Asia-Pacific,SUP-F,ORD-1602,30/03/2028,22500,09/05/2028,5,0,16
CUST-603,30/08/2025,860,Middle East,SUP-C,ORD-1603,02/04/2028,7500,12/05/2028,4,1,15
CUST-604,31/08/2025,900,North America,SUP-G,ORD-1604,05/04/2028,17000,15/05/2028,4,0,12
CUST-605,01/09/2025,850,Europe,SUP-A,ORD-1605,08/04/2028,11000,18/05/2028,5,0,14
CUST-606,02/09/2025,920,Asia-Pacific,SUP-E,ORD-1606,10/04/2028,24000,20/05/2028,4,2,15
CUST-607,03/09/2025,830,Africa,SUP-B,ORD-1607,12/04/2028,8500,22/05/2028,3,1,19
CUST-608,04/09/2025,950,North America,SUP-D,ORD-1608,15/04/2028,19000,25/05/2028,5,0,13
CUST-609,05/09/2025,810,Europe,SUP-F,ORD-1609,18/04/2028,14000,28/05/2028,4,1,14
CUST-610,06/09/2025,900,Asia-Pacific,SUP-C,ORD-1610,20/04/2028,20500,30/05/2028,4,0,16
CUST-611,07/09/2025,870,Middle East,SUP-G,ORD-1611,22/04/2028,9000,01/06/2028,5,0,16
CUST-612,08/09/2025,890,North America,SUP-A,ORD-1612,25/04/2028,18500,04/06/2028,3,1,12
CUST-613,09/09/2025,930,Europe,SUP-E,ORD-1613,28/04/2028,10000,07/06/2028,4,1,14
CUST-614,10/09/2025,840,Asia-Pacific,SUP-B,ORD-1614,30/04/2028,22000,09/06/2028,5,0,15
CUST-615,11/09/2025,960,Africa,SUP-D,ORD-1615,02/05/2028,7500,11/06/2028,4,2,18
CUST-616,12/09/2025,820,North America,SUP-F,ORD-1616,05/05/2028,17000,14/06/2028,5,0,13
CUST-617,13/09/2025,940,Europe,SUP-C,ORD-1617,08/05/2028,12000,17/06/2028,4,0,14
CUST-618,14/09/2025,800,Asia-Pacific,SUP-G,ORD-1618,10/05/2028,23500,19/06/2028,3,1,16
CUST-619,15/09/2025,910,Middle East,SUP-A,ORD-1619,12/05/2028,6000,21/06/2028,4,1,15
CUST-620,16/09/2025,880,North America,SUP-E,ORD-1620,15/05/2028,20000,24/06/2028,5,0,12
CUST-621,17/09/2025,860,Europe,SUP-B,ORD-1621,18/05/2028,15000,27/06/2028,4,2,14
CUST-622,18/09/2025,920,Asia-Pacific,SUP-D,ORD-1622,20/05/2028,20000,29/06/2028,4,0,15
CUST-623,19/09/2025,850,Africa,SUP-F,ORD-1623,22/05/2028,9500,01/07/2028,5,0,17
CUST-624,20/09/2025,890,North America,SUP-C,ORD-1624,25/05/2028,18000,04/07/2028,3,1,13
CUST-625,21/09/2025,830,Europe,SUP-G,ORD-1625,28/05/2028,13000,07/07/2028,4,1,14
CUST-626,22/09/2025,950,Asia-Pacific,SUP-A,ORD-1626,30/05/2028,24500,09/07/2028,5,0,16
CUST-627,23/09/2025,810,Middle East,SUP-E,ORD-1627,02/06/2028,7000,12/07/2028,4,0,16
CUST-628,24/09/2025,900,North America,SUP-B,ORD-1628,05/06/2028,17000,15/07/2028,5,0,12
CUST-629,25/09/2025,870,Europe,SUP-D,ORD-1629,08/06/2028,11500,18/07/2028,4,2,14
CUST-630,26/09/2025,890,Asia-Pacific,SUP-F,ORD-1630,10/06/2028,22500,20/07/2028,4,1,15
CUST-631,27/09/2025,930,Africa,SUP-C,ORD-1631,12/06/2028,8000,22/07/2028,3,1,19
CUST-632,28/09/2025,840,North America,SUP-G,ORD-1632,15/06/2028,19500,25/07/2028,5,0,13
CUST-633,29/09/2025,910,Europe,SUP-A,ORD-1633,18/06/2028,14500,28/07/2028,4,0,14
CUST-634,30/09/2025,820,Asia-Pacific,SUP-E,ORD-1634,20/06/2028,21000,30/07/2028,5,0,16
CUST-635,01/10/2025,960,Middle East,SUP-B,ORD-1635,22/06/2028,9500,01/08/2028,4,1,15
CUST-636,02/10/2025,800,North America,SUP-D,ORD-1636,25/06/2028,18000,04/08/2028,3,2,12
CUST-637,03/10/2025,940,Europe,SUP-F,ORD-1637,28/06/2028,10000,07/08/2028,5,0,14
CUST-638,04/10/2025,880,Asia-Pacific,SUP-C,ORD-1638,30/06/2028,23000,09/08/2028,4,1,15
CUST-639,05/10/2025,860,Africa,SUP-G,ORD-1639,02/07/2028,6500,11/08/2028,4,0,18
CUST-640,06/10/2025,900,North America,SUP-A,ORD-1640,05/07/2028,17500,14/08/2028,5,0,13
CUST-641,07/10/2025,850,Europe,SUP-E,ORD-1641,08/07/2028,12500,17/08/2028,3,1,14
CUST-642,08/10/2025,920,Asia-Pacific,SUP-B,ORD-1642,10/07/2028,20500,19/08/2028,5,0,16
CUST-643,09/10/2025,830,Middle East,SUP-D,ORD-1643,12/07/2028,7000,21/08/2028,4,1,15
CUST-644,10/10/2025,950,North America,SUP-F,ORD-1644,15/07/2028,19000,24/08/2028,4,0,12
CUST-645,11/10/2025,810,Europe,SUP-C,ORD-1645,18/07/2028,14000,27/08/2028,5,0,14
CUST-646,12/10/2025,900,Asia-Pacific,SUP-G,ORD-1646,20/07/2028,24500,29/08/2028,4,2,15
CUST-647,13/10/2025,870,Africa,SUP-A,ORD-1647,22/07/2028,9000,31/08/2028,3,1,19
CUST-648,14/10/2025,890,North America,SUP-E,ORD-1648,25/07/2028,18000,04/09/2028,5,0,13
CUST-649,15/10/2025,930,Europe,SUP-B,ORD-1649,28/07/2028,13000,07/09/2028,4,1,14
CUST-650,16/10/2025,840,Asia-Pacific,SUP-D,ORD-1650,30/07/2028,21000,09/09/2028,5,0,16
CUST-651,17/10/2025,960,Middle East,SUP-F,ORD-1651,02/08/2028,8000,11/09/2028,4,0,16
CUST-652,18/10/2025,820,North America,SUP-C,ORD-1652,05/08/2028,17000,14/09/2028,3,1,12
CUST-653,19/10/2025,940,Europe,SUP-G,ORD-1653,08/08/2028,11500,17/09/2028,5,0,14
CUST-654,20/10/2025,800,Asia-Pacific,SUP-A,ORD-1654,10/08/2028,23000,19/09/2028,4,2,15
CUST-655,21/10/2025,910,Africa,SUP-E,ORD-1655,12/08/2028,9500,21/09/2028,4,0,18
CUST-656,22/10/2025,880,North America,SUP-B,ORD-1656,15/08/2028,19000,24/09/2028,5,0,13
CUST-657,23/10/2025,860,Europe,SUP-D,ORD-1657,18/08/2028,14000,27/09/2028,3,1,14
CUST-658,24/10/2025,920,Asia-Pacific,SUP-F,ORD-1658,20/08/2028,20500,29/09/2028,5,0,16
CUST-659,25/10/2025,850,Middle East,SUP-C,ORD-1659,22/08/2028,6500,01/10/2028,4,1,15
CUST-660,26/10/2025,890,North America,SUP-G,ORD-1660,25/08/2028,18500,04/10/2028,4,0,12
CUST-661,27/10/2025,830,Europe,SUP-A,ORD-1661,28/08/2028,13500,07/10/2028,5,0,14
CUST-662,28/10/2025,950,Asia-Pacific,SUP-E,ORD-1662,30/08/2028,25000,09/10/2028,4,2,15
CUST-663,29/10/2025,810,Africa,SUP-B,ORD-1663,02/09/2028,8000,12/10/2028,3,1,19
CUST-664,30/10/2025,900,North America,SUP-D,ORD-1664,05/09/2028,17000,15/10/2028,5,0,13
CUST-665,31/10/2025,870,Europe,SUP-F,ORD-1665,08/09/2028,11000,18/10/2028,4,1,14
CUST-666,01/11/2025,890,Asia-Pacific,SUP-C,ORD-1666,10/09/2028,22000,20/10/2028,4,0,16
CUST-667,02/11/2025,930,Middle East,SUP-G,ORD-1667,12/09/2028,9500,22/10/2028,5,0,16
CUST-668,03/11/2025,840,North America,SUP-A,ORD-1668,15/09/2028,19500,25/10/2028,3,1,12
CUST-669,04/11/2025,910,Europe,SUP-E,ORD-1669,18/09/2028,14500,28/10/2028,4,1,14
CUST-670,05/11/2025,820,Asia-Pacific,SUP-B,ORD-1670,20/09/2028,21500,30/10/2028,5,0,15
CUST-671,06/11/2025,960,Africa,SUP-D,ORD-1671,22/09/2028,7000,01/11/2028,4,2,18
CUST-672,07/11/2025,800,North America,SUP-F,ORD-1672,25/09/2028,18500,04/11/2028,5,0,13
CUST-673,08/11/2025,940,Europe,SUP-C,ORD-1673,28/09/2028,10000,07/11/2028,4,0,14
CUST-674,09/11/2025,880,Asia-Pacific,SUP-G,ORD-1674,30/09/2028,23000,09/11/2028,3,1,16
CUST-675,10/11/2025,860,Middle East,SUP-A,ORD-1675,02/10/2028,8500,11/11/2028,4,1,15
CUST-676,11/11/2025,900,North America,SUP-E,ORD-1676,05/10/2028,20000,14/11/2028,5,0,12
CUST-677,12/11/2025,850,Europe,SUP-B,ORD-1677,08/10/2028,15000,17/11/2028,4,2,14
CUST-678,13/11/2025,920,Asia-Pacific,SUP-D,ORD-1678,10/10/2028,20500,19/11/2028,4,0,15
CUST-679,14/11/2025,830,Africa,SUP-F,ORD-1679,12/10/2028,9000,21/11/2028,5,0,17
CUST-680,15/11/2025,950,North America,SUP-C,ORD-1680,15/10/2028,17500,24/11/2028,3,1,13
CUST-681,16/11/2025,810,Europe,SUP-G,ORD-1681,18/10/2028,12500,27/11/2028,4,1,14
CUST-682,17/11/2025,900,Asia-Pacific,SUP-A,ORD-1682,20/10/2028,24000,29/11/2028,5,0,16
CUST-683,18/11/2025,870,Middle East,SUP-E,ORD-1683,22/10/2028,7000,01/12/2028,4,0,16
CUST-684,19/11/2025,890,North America,SUP-B,ORD-1684,25/10/2028,19000,04/12/2028,5,0,12
CUST-685,20/11/2025,930,Europe,SUP-D,ORD-1685,28/10/2028,14000,07/12/2028,4,2,14
CUST-686,21/11/2025,840,Asia-Pacific,SUP-F,ORD-1686,30/10/2028,21500,09/12/2028,4,1,15
CUST-687,22/11/2025,960,Africa,SUP-C,ORD-1687,02/11/2028,8500,12/12/2028,3,1,19
CUST-688,23/11/2025,820,North America,SUP-G,ORD-1688,05/11/2028,18000,15/12/2028,5,0,13
CUST-689,24/11/2025,940,Europe,SUP-A,ORD-1689,08/11/2028,13000,18/12/2028,4,0,14
CUST-690,25/11/2025,800,Asia-Pacific,SUP-E,ORD-1690,10/11/2028,23000,20/12/2028,5,0,16
CUST-691,26/11/2025,910,Middle East,SUP-B,ORD-1691,12/11/2028,9000,22/12/2028,4,1,15
CUST-692,27/11/2025,880,North America,SUP-D,ORD-1692,15/11/2028,17500,25/12/2028,3,2,12
CUST-693,28/11/2025,860,Europe,SUP-F,ORD-1693,18/11/2028,12000,28/12/2028,5,0,14
CUST-694,29/11/2025,920,Asia-Pacific,SUP-C,ORD-1694,20/11/2028,20500,30/12/2028,4,1,15
CUST-695,30/11/2025,850,Africa,SUP-G,ORD-1695,22/11/2028,7500,01/01/2029,4,0,18
CUST-696,01/12/2025,890,North America,SUP-A,ORD-1696,25/11/2028,19000,04/01/2029,5,0,13
CUST-697,02/12/2025,830,Europe,SUP-E,ORD-1697,28/11/2028,14000,07/01/2029,3,1,14
CUST-698,03/12/2025,950,Asia-Pacific,SUP-B,ORD-1698,30/11/2028,22500,09/01/2029,5,0,16
CUST-699,04/12/2025,810,Middle East,SUP-D,ORD-1699,02/12/2028,8000,11/01/2029,4,1,16
CUST-700,05/12/2025,900,North America,SUP-F,ORD-1700,05/12/2028,18000,14/01/2029,4,0,12
CUST-701,06/12/2025,870,Europe,SUP-C,ORD-1701,08/12/2028,13000,17/01/2029,5,0,14
CUST-702,07/12/2025,890,Asia-Pacific,SUP-G,ORD-1702,10/12/2028,21500,19/01/2029,4,2,15
CUST-703,08/12/2025,930,Africa,SUP-A,ORD-1703,12/12/2028,9500,21/01/2029,3,1,19
CUST-704,09/12/2025,840,North America,SUP-E,ORD-1704,15/12/2028,17000,24/01/2029,5,0,13
CUST-705,10/12/2025,910,Europe,SUP-B,ORD-1705,18/12/2028,11500,27/01/2029,4,1,14
CUST-706,11/12/2025,820,Asia-Pacific,SUP-D,ORD-1706,20/12/2028,23000,29/01/2029,5,0,16
CUST-707,12/12/2025,960,Middle East,SUP-F,ORD-1707,22/12/2028,6000,31/01/2029,4,0,15
CUST-708,13/12/2025,800,North America,SUP-C,ORD-1708,25/12/2028,19000,04/02/2029,3,1,12
CUST-709,14/12/2025,940,Europe,SUP-G,ORD-1709,28/12/2028,14000,07/02/2029,5,0,14
CUST-710,15/12/2025,880,Asia-Pacific,SUP-A,ORD-1710,30/12/2028,20000,09/02/2029,4,2,15
CUST-711,16/12/2025,860,Africa,SUP-E,ORD-1711,02/01/2029,9000,11/02/2029,4,0,18
CUST-712,17/12/2025,900,North America,SUP-B,ORD-1712,05/01/2029,18500,14/02/2029,5,0,13
CUST-713,18/12/2025,850,Europe,SUP-D,ORD-1713,08/01/2029,13500,17/02/2029,3,1,14
CUST-714,19/12/2025,920,Asia-Pacific,SUP-F,ORD-1714,10/01/2029,22000,19/02/2029,5,0,16
CUST-715,20/12/2025,830,Middle East,SUP-C,ORD-1715,12/01/2029,7500,21/02/2029,4,1,15
CUST-716,21/12/2025,950,North America,SUP-G,ORD-1716,15/01/2029,17000,24/02/2029,4,0,12
CUST-717,22/12/2025,810,Europe,SUP-A,ORD-1717,18/01/2029,12000,27/02/2029,5,0,14
CUST-718,23/12/2025,900,Asia-Pacific,SUP-E,ORD-1718,20/01/2029,23500,01/03/2029,4,2,15
CUST-719,24/12/2025,870,Africa,SUP-B,ORD-1719,22/01/2029,8000,03/03/2029,3,1,19
CUST-720,25/12/2025,890,North America,SUP-D,ORD-1720,25/01/2029,19500,06/03/2029,5,0,13
CUST-721,26/12/2025,930,Europe,SUP-F,ORD-1721,28/01/2029,14500,09/03/2029,4,1,14
CUST-722,27/12/2025,840,Asia-Pacific,SUP-C,ORD-1722,30/01/2029,21000,11/03/2029,5,0,16
CUST-723,28/12/2025,960,Middle East,SUP-G,ORD-1723,02/02/2029,9000,14/03/2029,4,0,16
CUST-724,29/12/2025,820,North America,SUP-A,ORD-1724,05/02/2029,18000,17/03/2029,3,1,12
CUST-725,30/12/2025,940,Europe,SUP-E,ORD-1725,08/02/2029,10000,20/03/2029,5,0,14
CUST-726,31/12/2025,800,Asia-Pacific,SUP-B,ORD-1726,10/02/2029,22500,22/03/2029,4,2,15
CUST-727,01/01/2026,910,Africa,SUP-D,ORD-1727,12/02/2029,7500,24/03/2029,4,0,18
CUST-728,02/01/2026,880,North America,SUP-F,ORD-1728,15/02/2029,17000,27/03/2029,5,0,13
CUST-729,03/01/2026,860,Europe,SUP-C,ORD-1729,18/02/2029,12000,30/03/2029,3,1,14
CUST-730,04/01/2026,920,Asia-Pacific,SUP-G,ORD-1730,20/02/2029,23000,01/04/2029,5,0,16
CUST-731,05/01/2026,850,Middle East,SUP-A,ORD-1731,22/02/2029,8500,03/04/2029,4,1,15
CUST-732,06/01/2026,890,North America,SUP-E,ORD-1732,25/02/2029,19500,06/04/2029,4,0,12
CUST-733,07/01/2026,830,Europe,SUP-B,ORD-1733,28/02/2029,14500,09/04/2029,5,0,14
CUST-734,08/01/2026,950,Asia-Pacific,SUP-D,ORD-1734,02/03/2029,20000,11/04/2029,4,2,15
CUST-735,09/01/2026,810,Africa,SUP-F,ORD-1735,05/03/2029,9000,14/04/2029,3,1,19
CUST-736,10/01/2026,900,North America,SUP-C,ORD-1736,08/03/2029,18000,17/04/2029,5,0,13
CUST-737,11/01/2026,870,Europe,SUP-G,ORD-1737,10/03/2029,13000,19/04/2029,4,1,14
CUST-738,12/01/2026,890,Asia-Pacific,SUP-A,ORD-1738,12/03/2029,22000,21/04/2029,4,0,16
CUST-739,13/01/2026,930,Middle East,SUP-E,ORD-1739,15/03/2029,7500,24/04/2029,5,0,16
CUST-740,14/01/2026,840,North America,SUP-B,ORD-1740,18/03/2029,17000,27/04/2029,3,1,12
CUST-741,15/01/2026,910,Europe,SUP-D,ORD-1741,20/03/2029,11500,29/04/2029,4,1,14
CUST-742,16/01/2026,820,Asia-Pacific,SUP-F,ORD-1742,22/03/2029,23500,01/05/2029,5,0,15
