shipment_id,type,date,product_category,origin,O_Country,destination,D_Country,value,freight_cost,customs_clearance_time_days,delivery_status
SHP-2025-0117,Export,28/04/2025,Textiles,Mumbai,India,Cairo,Egypt,59500,2975,2.6,On-Time
SHP-2025-0118,Import,29/04/2025,Electronics,Helsinki,Finland,Mumbai,India,177000,8850,4,On-Time
SHP-2025-0119,Export,30/04/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,79500,3975,4.6,On-Time
SHP-2025-0120,Import,01/05/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,303000,15150,4.9,On-Time
SHP-2025-0121,Export,02/05/2025,Electronics,Mumbai,India,New York,USA,99500,4975,2.5,On-Time
SHP-2025-0122,Import,03/05/2025,Textiles,Shanghai,China,Mumbai,India,142000,7100,3.9,On-Time
SHP-2025-0123,Export,04/05/2025,Consumer Goods,Mumbai,India,London,UK,55500,2775,2.2,Delayed
SHP-2025-0124,Import,05/05/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,283000,14150,4.6,On-Time
SHP-2025-0125,Export,06/05/2025,Electronics,Mumbai,India,Tokyo,Japan,117000,5850,2.9,On-Time
SHP-2025-0126,Import,07/05/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,71500,3575,2.4,On-Time
SHP-2025-0127,Export,08/05/2025,Textiles,Mumbai,India,Dubai,UAE,90500,4525,1.9,On-Time
SHP-2025-0128,Import,09/05/2025,Electronics,Seoul,South Korea,Mumbai,India,207000,10350,4.2,On-Time
SHP-2025-0130,Import,11/05/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,104000,5200,3.1,On-Time
SHP-2025-0131,Export,12/05/2025,Consumer Goods,Mumbai,India,Sydney,Australia,69500,3475,3.5,On-Time
SHP-2025-0132,Import,13/05/2025,Electronics,Taipei,Taiwan,Mumbai,India,237000,11850,4.4,On-Time
SHP-2025-0133,Export,14/05/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,154000,7700,3.7,On-Time
SHP-2025-0134,Import,15/05/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,83500,4175,2.8,On-Time
SHP-2025-0135,Export,16/05/2025,Textiles,Mumbai,India,New York,USA,132000,6600,3.3,Delayed
SHP-2025-0136,Import,17/05/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,217000,10850,4.9,On-Time
SHP-2025-0137,Export,18/05/2025,Electronics,Mumbai,India,Los Angeles,USA,174000,8700,3.4,On-Time
SHP-2025-0138,Import,19/05/2025,Textiles,Istanbul,Turkey,Mumbai,India,93500,4675,3.6,On-Time
SHP-2025-0139,Export,20/05/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,49500,2475,2.3,On-Time
SHP-2025-0140,Import,21/05/2025,Electronics,San Francisco,USA,Mumbai,India,247000,12350,4.5,On-Time
SHP-2025-0141,Export,22/05/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,108000,5400,4,Delayed
SHP-2025-0142,Import,23/05/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,59500,2975,3,On-Time
SHP-2025-0143,Export,24/05/2025,Textiles,Mumbai,India,Lagos,Nigeria,76500,3825,3.8,On-Time
SHP-2025-0144,Import,25/05/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,345000,17250,5.2,On-Time
SHP-2025-0145,Export,26/05/2025,Electronics,Mumbai,India,Mexico City,Mexico,137000,6850,4.3,On-Time
SHP-2025-0146,Import,27/05/2025,Consumer Goods,Manila,Philippines,Mumbai,India,51500,2575,3.2,On-Time
SHP-2025-0147,Export,28/05/2025,Textiles,Mumbai,India,Cairo,Egypt,61500,3075,2.7,Delayed
SHP-2025-0148,Import,29/05/2025,Electronics,Helsinki,Finland,Mumbai,India,181000,9050,4.1,On-Time
SHP-2025-0149,Export,30/05/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,81500,4075,4.7,On-Time
SHP-2025-0150,Import,31/05/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,307000,15350,5,On-Time
SHP-2025-0151,Export,01/06/2025,Electronics,Mumbai,India,New York,USA,102500,5125,2.6,On-Time
SHP-2025-0152,Import,02/06/2025,Textiles,Shanghai,China,Mumbai,India,147000,7350,4,On-Time
SHP-2025-0153,Export,03/06/2025,Consumer Goods,Mumbai,India,London,UK,57500,2875,2.3,On-Time
SHP-2025-0154,Import,04/06/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,287000,14350,4.7,Delayed
SHP-2025-0155,Export,05/06/2025,Electronics,Mumbai,India,Tokyo,Japan,120000,6000,3,On-Time
SHP-2025-0156,Import,06/06/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,73500,3675,2.5,On-Time
SHP-2025-0157,Export,07/06/2025,Textiles,Mumbai,India,Dubai,UAE,93500,4675,2,On-Time
SHP-2025-0158,Import,08/06/2025,Electronics,Seoul,South Korea,Mumbai,India,212000,10600,4.3,On-Time
SHP-2025-0160,Import,10/06/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,107000,5350,3.2,Delayed
SHP-2025-0161,Export,11/06/2025,Consumer Goods,Mumbai,India,Sydney,Australia,72500,3625,3.6,On-Time
SHP-2025-0162,Import,12/06/2025,Electronics,Taipei,Taiwan,Mumbai,India,242000,12100,4.5,On-Time
SHP-2025-0163,Export,13/06/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,163000,8150,3.8,On-Time
SHP-2025-0164,Import,14/06/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,86500,4325,2.9,On-Time
SHP-2025-0165,Export,15/06/2025,Textiles,Mumbai,India,New York,USA,137000,6850,3.4,On-Time
SHP-2025-0166,Import,16/06/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,222000,11100,5,Delayed
SHP-2025-0167,Export,17/06/2025,Electronics,Mumbai,India,Los Angeles,USA,183000,9150,3.5,On-Time
SHP-2025-0168,Import,18/06/2025,Textiles,Istanbul,Turkey,Mumbai,India,97500,4875,3.7,On-Time
SHP-2025-0169,Export,19/06/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,52500,2625,2.4,On-Time
SHP-2025-0170,Import,20/06/2025,Electronics,San Francisco,USA,Mumbai,India,252000,12600,4.6,On-Time
SHP-2025-0171,Export,21/06/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,114000,5700,4.1,On-Time
SHP-2025-0172,Import,22/06/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,62500,3125,3.1,Delayed
SHP-2025-0173,Export,23/06/2025,Textiles,Mumbai,India,Lagos,Nigeria,79500,3975,3.9,On-Time
SHP-2025-0174,Import,24/06/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,355000,17750,5.3,On-Time
SHP-2025-0175,Export,25/06/2025,Electronics,Mumbai,India,Mexico City,Mexico,140000,7000,4.4,On-Time
SHP-2025-0176,Import,26/06/2025,Consumer Goods,Manila,Philippines,Mumbai,India,54500,2725,3.3,On-Time
SHP-2025-0177,Export,27/06/2025,Textiles,Mumbai,India,Cairo,Egypt,64500,3225,2.8,On-Time
SHP-2025-0178,Import,28/06/2025,Electronics,Helsinki,Finland,Mumbai,India,187000,9350,4.2,Delayed
SHP-2025-0179,Export,29/06/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,84500,4225,4.8,On-Time
SHP-2025-0180,Import,30/06/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,312000,15600,5.1,On-Time
SHP-2025-0181,Export,01/07/2025,Electronics,Mumbai,India,New York,USA,105500,5275,2.7,On-Time
SHP-2025-0182,Import,02/07/2025,Textiles,Shanghai,China,Mumbai,India,152000,7600,4.1,On-Time
SHP-2025-0183,Export,03/07/2025,Consumer Goods,Mumbai,India,London,UK,59500,2975,2.4,On-Time
SHP-2025-0184,Import,04/07/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,292000,14600,4.8,On-Time
SHP-2025-0185,Export,05/07/2025,Electronics,Mumbai,India,Tokyo,Japan,124000,6200,3.1,Delayed
SHP-2025-0186,Import,06/07/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,76500,3825,2.6,On-Time
SHP-2025-0187,Export,07/07/2025,Textiles,Mumbai,India,Dubai,UAE,96500,4825,2.1,On-Time
SHP-2025-0188,Import,08/07/2025,Electronics,Seoul,South Korea,Mumbai,India,217000,10850,4.4,On-Time
SHP-2025-0190,Import,10/07/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,110000,5500,3.3,On-Time
SHP-2025-0191,Export,11/07/2025,Consumer Goods,Mumbai,India,Sydney,Australia,75500,3775,3.7,Delayed
SHP-2025-0192,Import,12/07/2025,Electronics,Taipei,Taiwan,Mumbai,India,247000,12350,4.6,On-Time
SHP-2025-0193,Export,13/07/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,167000,8350,3.9,On-Time
SHP-2025-0194,Import,14/07/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,89500,4475,3,On-Time
SHP-2025-0195,Export,15/07/2025,Textiles,Mumbai,India,New York,USA,142000,7100,3.5,On-Time
SHP-2025-0196,Import,16/07/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,227000,11350,5.1,On-Time
SHP-2025-0197,Export,17/07/2025,Electronics,Mumbai,India,Los Angeles,USA,187000,9350,3.6,Delayed
SHP-2025-0198,Import,18/07/2025,Textiles,Istanbul,Turkey,Mumbai,India,100500,5025,3.8,On-Time
SHP-2025-0199,Export,19/07/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,55500,2775,2.5,On-Time
SHP-2025-0200,Import,20/07/2025,Electronics,San Francisco,USA,Mumbai,India,257000,12850,4.7,On-Time
SHP-2025-0201,Export,21/07/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,117000,5850,4.2,On-Time
SHP-2025-0202,Import,22/07/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,64500,3225,3.2,On-Time
SHP-2025-0203,Export,23/07/2025,Textiles,Mumbai,India,Lagos,Nigeria,81500,4075,4,Delayed
SHP-2025-0204,Import,24/07/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,365000,18250,5.4,On-Time
SHP-2025-0205,Export,25/07/2025,Electronics,Mumbai,India,Mexico City,Mexico,144000,7200,4.5,On-Time
SHP-2025-0206,Import,26/07/2025,Consumer Goods,Manila,Philippines,Mumbai,India,56500,2825,3.4,On-Time
SHP-2025-0207,Export,27/07/2025,Textiles,Mumbai,India,Cairo,Egypt,66500,3325,2.9,On-Time
SHP-2025-0208,Import,28/07/2025,Electronics,Helsinki,Finland,Mumbai,India,192000,9600,4.3,On-Time
SHP-2025-0209,Export,29/07/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,86500,4325,4.9,Delayed
SHP-2025-0210,Import,30/07/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,317000,15850,5.2,On-Time
SHP-2025-0211,Export,31/07/2025,Electronics,Mumbai,India,New York,USA,108500,5425,2.8,On-Time
SHP-2025-0212,Import,01/08/2025,Textiles,Shanghai,China,Mumbai,India,157000,7850,4.2,On-Time
SHP-2025-0213,Export,02/08/2025,Consumer Goods,Mumbai,India,London,UK,61500,3075,2.5,On-Time
SHP-2025-0214,Import,03/08/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,297000,14850,4.9,On-Time
SHP-2025-0215,Export,04/08/2025,Electronics,Mumbai,India,Tokyo,Japan,127000,6350,3.2,On-Time
SHP-2025-0216,Import,05/08/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,78500,3925,2.7,Delayed
SHP-2025-0217,Export,06/08/2025,Textiles,Mumbai,India,Dubai,UAE,99500,4975,2.2,On-Time
SHP-2025-0218,Import,07/08/2025,Electronics,Seoul,South Korea,Mumbai,India,222000,11100,4.5,On-Time
SHP-2025-0220,Import,09/08/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,114000,5700,3.4,On-Time
SHP-2025-0221,Export,10/08/2025,Consumer Goods,Mumbai,India,Sydney,Australia,78500,3925,3.8,On-Time
SHP-2025-0222,Import,11/08/2025,Electronics,Taipei,Taiwan,Mumbai,India,252000,12600,4.7,Delayed
SHP-2025-0223,Export,12/08/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,172000,8600,4,On-Time
SHP-2025-0224,Import,13/08/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,91500,4575,3.1,On-Time
SHP-2025-0225,Export,14/08/2025,Textiles,Mumbai,India,New York,USA,147000,7350,3.6,On-Time
SHP-2025-0226,Import,15/08/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,232000,11600,5.2,On-Time
SHP-2025-0227,Export,16/08/2025,Electronics,Mumbai,India,Los Angeles,USA,192000,9600,3.7,On-Time
SHP-2025-0228,Import,17/08/2025,Textiles,Istanbul,Turkey,Mumbai,India,103500,5175,3.9,Delayed
SHP-2025-0229,Export,18/08/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,57500,2875,2.6,On-Time
SHP-2025-0230,Import,19/08/2025,Electronics,San Francisco,USA,Mumbai,India,262000,13100,4.8,On-Time
SHP-2025-0231,Export,20/08/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,120000,6000,4.3,On-Time
SHP-2025-0232,Import,21/08/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,66500,3325,3.3,On-Time
SHP-2025-0233,Export,22/08/2025,Textiles,Mumbai,India,Lagos,Nigeria,83500,4175,4.1,On-Time
SHP-2025-0234,Import,23/08/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,375000,18750,5.5,Delayed
SHP-2025-0235,Export,24/08/2025,Electronics,Mumbai,India,Mexico City,Mexico,147000,7350,4.6,On-Time
SHP-2025-0236,Import,25/08/2025,Consumer Goods,Manila,Philippines,Mumbai,India,58500,2925,3.5,On-Time
SHP-2025-0237,Export,26/08/2025,Textiles,Mumbai,India,Cairo,Egypt,68500,3425,3,On-Time
SHP-2025-0238,Import,27/08/2025,Electronics,Helsinki,Finland,Mumbai,India,197000,9850,4.4,On-Time
SHP-2025-0239,Export,28/08/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,88500,4425,5,On-Time
SHP-2025-0240,Import,29/08/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,322000,16100,5.3,Delayed
SHP-2025-0241,Export,30/08/2025,Electronics,Mumbai,India,New York,USA,111500,5575,2.9,On-Time
SHP-2025-0242,Import,31/08/2025,Textiles,Shanghai,China,Mumbai,India,162000,8100,4.3,On-Time
SHP-2025-0243,Export,01/09/2025,Consumer Goods,Mumbai,India,London,UK,63500,3175,2.6,On-Time
SHP-2025-0244,Import,02/09/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,302000,15100,5,On-Time
SHP-2025-0245,Export,03/09/2025,Electronics,Mumbai,India,Tokyo,Japan,130000,6500,3.3,On-Time
SHP-2025-0246,Import,04/09/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,80500,4025,2.8,On-Time
SHP-2025-0247,Export,05/09/2025,Textiles,Mumbai,India,Dubai,UAE,101500,5075,2.3,Delayed
SHP-2025-0249,Export,07/09/2025,Industrial Equipment,Mumbai,India,Singapore,Singapore,91500,4575,3,On-Time
SHP-2025-0250,Import,08/09/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,117000,5850,3.5,On-Time
SHP-2025-0251,Export,09/09/2025,Consumer Goods,Mumbai,India,Sydney,Australia,81500,4075,3.9,On-Time
SHP-2025-0252,Import,10/09/2025,Electronics,Taipei,Taiwan,Mumbai,India,257000,12850,4.8,On-Time
SHP-2025-0253,Export,11/09/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,177000,8850,4.1,Delayed
SHP-2025-0254,Import,12/09/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,93500,4675,3.2,On-Time
SHP-2025-0255,Export,13/09/2025,Textiles,Mumbai,India,New York,USA,152000,7600,3.7,On-Time
SHP-2025-0256,Import,14/09/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,237000,11850,5.3,On-Time
SHP-2025-0257,Export,15/09/2025,Electronics,Mumbai,India,Los Angeles,USA,197000,9850,3.8,On-Time
SHP-2025-0258,Import,16/09/2025,Textiles,Istanbul,Turkey,Mumbai,India,106500,5325,4,On-Time
SHP-2025-0259,Export,17/09/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,59500,2975,2.7,Delayed
SHP-2025-0260,Import,18/09/2025,Electronics,San Francisco,USA,Mumbai,India,267000,13350,4.9,On-Time
SHP-2025-0261,Export,19/09/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,124000,6200,4.4,On-Time
SHP-2025-0262,Import,20/09/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,68500,3425,3.4,On-Time
SHP-2025-0263,Export,21/09/2025,Textiles,Mumbai,India,Lagos,Nigeria,86500,4325,4.2,On-Time
SHP-2025-0264,Import,22/09/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,385000,19250,5.6,On-Time
SHP-2025-0265,Export,23/09/2025,Electronics,Mumbai,India,Mexico City,Mexico,150000,7500,4.7,Delayed
SHP-2025-0266,Import,24/09/2025,Consumer Goods,Manila,Philippines,Mumbai,India,60500,3025,3.6,On-Time
SHP-2025-0267,Export,25/09/2025,Textiles,Mumbai,India,Cairo,Egypt,70500,3525,3.1,On-Time
SHP-2025-0268,Import,26/09/2025,Electronics,Helsinki,Finland,Mumbai,India,202000,10100,4.5,On-Time
SHP-2025-0269,Export,27/09/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,91500,4575,5.1,On-Time
SHP-2025-0270,Import,28/09/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,327000,16350,5.4,On-Time
SHP-2025-0271,Export,29/09/2025,Electronics,Mumbai,India,New York,USA,114500,5725,3,Delayed
SHP-2025-0272,Import,30/09/2025,Textiles,Shanghai,China,Mumbai,India,167000,8350,4.4,On-Time
SHP-2025-0273,Export,01/10/2025,Consumer Goods,Mumbai,India,London,UK,65500,3275,2.7,On-Time
SHP-2025-0274,Import,02/10/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,307000,15350,5.1,On-Time
SHP-2025-0275,Export,03/10/2025,Electronics,Mumbai,India,Tokyo,Japan,134000,6700,3.4,On-Time
SHP-2025-0276,Import,04/10/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,82500,4125,2.9,On-Time
SHP-2025-0277,Export,05/10/2025,Textiles,Mumbai,India,Dubai,UAE,104500,5225,2.4,On-Time
SHP-2025-0278,Import,06/10/2025,Electronics,Seoul,South Korea,Mumbai,India,232000,11600,4.7,Delayed
SHP-2025-0280,Import,08/10/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,120000,6000,3.6,On-Time
SHP-2025-0281,Export,09/10/2025,Consumer Goods,Mumbai,India,Sydney,Australia,84500,4225,4,On-Time
SHP-2025-0282,Import,10/10/2025,Electronics,Taipei,Taiwan,Mumbai,India,262000,13100,4.9,On-Time
SHP-2025-0283,Export,11/10/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,182000,9100,4.2,On-Time
SHP-2025-0284,Import,12/10/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,96500,4825,3.3,Delayed
SHP-2025-0285,Export,13/10/2025,Textiles,Mumbai,India,New York,USA,157000,7850,3.8,On-Time
SHP-2025-0286,Import,14/10/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,242000,12100,5.4,On-Time
SHP-2025-0287,Export,15/10/2025,Electronics,Mumbai,India,Los Angeles,USA,202000,10100,3.9,On-Time
SHP-2025-0288,Import,16/10/2025,Textiles,Istanbul,Turkey,Mumbai,India,109500,5475,4.1,On-Time
SHP-2025-0289,Export,17/10/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,61500,3075,2.8,On-Time
SHP-2025-0290,Import,18/10/2025,Electronics,San Francisco,USA,Mumbai,India,272000,13600,5,Delayed
SHP-2025-0291,Export,19/10/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,127000,6350,4.5,On-Time
SHP-2025-0292,Import,20/10/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,70500,3525,3.5,On-Time
SHP-2025-0293,Export,21/10/2025,Textiles,Mumbai,India,Lagos,Nigeria,89500,4475,4.3,On-Time
SHP-2025-0294,Import,22/10/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,395000,19750,5.7,On-Time
SHP-2025-0295,Export,23/10/2025,Electronics,Mumbai,India,Mexico City,Mexico,154000,7700,4.8,On-Time
SHP-2025-0296,Import,24/10/2025,Consumer Goods,Manila,Philippines,Mumbai,India,62500,3125,3.7,Delayed
SHP-2025-0297,Export,25/10/2025,Textiles,Mumbai,India,Cairo,Egypt,72500,3625,3.2,On-Time
SHP-2025-0298,Import,26/10/2025,Electronics,Helsinki,Finland,Mumbai,India,207000,10350,4.6,On-Time
SHP-2025-0299,Export,27/10/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,94500,4725,5.2,On-Time
SHP-2025-0300,Import,28/10/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,332000,16600,5.5,On-Time
SHP-2025-0301,Export,29/10/2025,Electronics,Mumbai,India,New York,USA,117500,5875,3.1,On-Time
SHP-2025-0302,Import,30/10/2025,Textiles,Shanghai,China,Mumbai,India,172000,8600,4.5,Delayed
SHP-2025-0303,Export,31/10/2025,Consumer Goods,Mumbai,India,London,UK,67500,3375,2.8,On-Time
SHP-2025-0304,Import,01/11/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,312000,15600,5.2,On-Time
SHP-2025-0305,Export,02/11/2025,Electronics,Mumbai,India,Tokyo,Japan,137000,6850,3.5,On-Time
SHP-2025-0306,Import,03/11/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,84500,4225,3,On-Time
SHP-2025-0308,Import,05/11/2025,Electronics,Seoul,South Korea,Mumbai,India,237000,11850,4.8,On-Time
SHP-2025-0309,Export,06/11/2025,Industrial Equipment,Mumbai,India,Singapore,Singapore,97500,4875,3.2,Delayed
SHP-2025-0310,Import,07/11/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,124000,6200,3.7,On-Time
SHP-2025-0311,Export,08/11/2025,Consumer Goods,Mumbai,India,Sydney,Australia,87500,4375,4.1,On-Time
SHP-2025-0312,Import,09/11/2025,Electronics,Taipei,Taiwan,Mumbai,India,267000,13350,5,On-Time
SHP-2025-0313,Export,10/11/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,187000,9350,4.3,On-Time
SHP-2025-0314,Import,11/11/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,99500,4975,3.4,On-Time
SHP-2025-0315,Export,12/11/2025,Textiles,Mumbai,India,New York,USA,162000,8100,3.9,Delayed
SHP-2025-0316,Import,13/11/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,247000,12350,5.5,On-Time
SHP-2025-0317,Export,14/11/2025,Electronics,Mumbai,India,Los Angeles,USA,207000,10350,4,On-Time
SHP-2025-0318,Import,15/11/2025,Textiles,Istanbul,Turkey,Mumbai,India,114000,5700,4.2,On-Time
SHP-2025-0319,Export,16/11/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,64500,3225,2.9,On-Time
SHP-2025-0320,Import,17/11/2025,Electronics,San Francisco,USA,Mumbai,India,277000,13850,5.1,On-Time
SHP-2025-0321,Export,18/11/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,130000,6500,4.6,Delayed
SHP-2025-0322,Import,19/11/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,72500,3625,3.6,On-Time
SHP-2025-0323,Export,20/11/2025,Textiles,Mumbai,India,Lagos,Nigeria,91500,4575,4.4,On-Time
SHP-2025-0324,Import,21/11/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,405000,20250,5.8,On-Time
SHP-2025-0325,Export,22/11/2025,Electronics,Mumbai,India,Mexico City,Mexico,157000,7850,4.9,On-Time
SHP-2025-0326,Import,23/11/2025,Consumer Goods,Manila,Philippines,Mumbai,India,64500,3225,3.8,On-Time
SHP-2025-0327,Export,24/11/2025,Textiles,Mumbai,India,Cairo,Egypt,74500,3725,3.3,Delayed
SHP-2025-0328,Import,25/11/2025,Electronics,Helsinki,Finland,Mumbai,India,212000,10600,4.7,On-Time
SHP-2025-0329,Export,26/11/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,97500,4875,5.3,On-Time
SHP-2025-0330,Import,27/11/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,337000,16850,5.6,On-Time
SHP-2025-0331,Export,28/11/2025,Electronics,Mumbai,India,New York,USA,120500,6025,3.2,On-Time
SHP-2025-0332,Import,29/11/2025,Textiles,Shanghai,China,Mumbai,India,177000,8850,4.6,On-Time
SHP-2025-0333,Export,30/11/2025,Consumer Goods,Mumbai,India,London,UK,69500,3475,2.9,Delayed
SHP-2025-0334,Import,01/12/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,317000,15850,5.3,On-Time
SHP-2025-0335,Export,02/12/2025,Electronics,Mumbai,India,Tokyo,Japan,140000,7000,3.6,On-Time
SHP-2025-0336,Import,03/12/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,86500,4325,3.1,On-Time
SHP-2025-0337,Export,04/12/2025,Textiles,Mumbai,India,Dubai,UAE,110500,5525,2.6,On-Time
SHP-2025-0339,Export,06/12/2025,Industrial Equipment,Mumbai,India,Singapore,Singapore,100500,5025,3.3,On-Time
SHP-2025-0340,Import,07/12/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,127000,6350,3.8,Delayed
SHP-2025-0341,Export,08/12/2025,Consumer Goods,Mumbai,India,Sydney,Australia,90500,4525,4.2,On-Time
SHP-2025-0342,Import,09/12/2025,Electronics,Taipei,Taiwan,Mumbai,India,272000,13600,5.1,On-Time
SHP-2025-0343,Export,10/12/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,192000,9600,4.4,On-Time
SHP-2025-0344,Import,11/12/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,102500,5125,3.5,On-Time
SHP-2025-0345,Export,12/12/2025,Textiles,Mumbai,India,New York,USA,167000,8350,4,On-Time
SHP-2025-0346,Import,13/12/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,252000,12600,5.6,Delayed
SHP-2025-0347,Export,14/12/2025,Electronics,Mumbai,India,Los Angeles,USA,212000,10600,4.1,On-Time
SHP-2025-0348,Import,15/12/2025,Textiles,Istanbul,Turkey,Mumbai,India,117000,5850,4.3,On-Time
SHP-2025-0349,Export,16/12/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,66500,3325,3,On-Time
SHP-2025-0350,Import,17/12/2025,Electronics,San Francisco,USA,Mumbai,India,282000,14100,5.2,On-Time
SHP-2025-0351,Export,18/12/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,134000,6700,4.7,On-Time
SHP-2025-0352,Import,19/12/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,74500,3725,3.7,Delayed
SHP-2025-0353,Export,20/12/2025,Textiles,Mumbai,India,Lagos,Nigeria,94500,4725,4.5,On-Time
SHP-2025-0354,Import,21/12/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,415000,20750,5.9,On-Time
SHP-2025-0355,Export,22/12/2025,Electronics,Mumbai,India,Mexico City,Mexico,160000,8000,5,On-Time
SHP-2025-0356,Import,23/12/2025,Consumer Goods,Manila,Philippines,Mumbai,India,66500,3325,3.9,On-Time
SHP-2025-0357,Export,24/12/2025,Textiles,Mumbai,India,Cairo,Egypt,76500,3825,3.4,On-Time
