Order Id,risk_score,risk_tier,Shipping Mode,actual_late
44243,0.8299,High,First Class,1
30864,0.8299,High,First Class,1
33754,0.8298,High,Same Day,1
72748,0.8296,High,First Class,1
25153,0.8295,High,First Class,1
25153,0.8294,High,First Class,1
25153,0.8294,High,First Class,1
34354,0.8292,High,First Class,0
34354,0.8292,High,First Class,0
61235,0.829,High,First Class,1
40147,0.829,High,Second Class,1
33754,0.8289,High,Same Day,1
39637,0.8289,High,First Class,1
17313,0.8288,High,First Class,1
17313,0.8288,High,First Class,1
37701,0.8288,High,Second Class,0
41053,0.8288,High,Second Class,1
25153,0.8287,High,First Class,1
25153,0.8287,High,First Class,1
40754,0.8287,High,Second Class,1
19790,0.8287,High,First Class,1
17313,0.8286,High,First Class,1
39160,0.8286,High,First Class,0
24103,0.8286,High,First Class,1
34354,0.8285,High,First Class,0
61235,0.8285,High,First Class,1
61235,0.8285,High,First Class,1
61235,0.8285,High,First Class,1
7987,0.8285,High,First Class,1
37701,0.8284,High,Second Class,0
37701,0.8284,High,Second Class,0
37701,0.8284,High,Second Class,0
51669,0.8282,High,First Class,1
35800,0.828,High,First Class,0
19790,0.828,High,First Class,1
45751,0.828,High,Second Class,0
40134,0.8279,High,First Class,1
45751,0.8279,High,Second Class,0
55958,0.8279,High,First Class,1
49759,0.8279,High,First Class,1
24103,0.8278,High,First Class,1
7987,0.8278,High,First Class,1
40134,0.8278,High,First Class,1
61235,0.8278,High,First Class,1
20458,0.8278,High,First Class,0
24103,0.8278,High,First Class,1
7987,0.8278,High,First Class,1
41053,0.8276,High,Second Class,1
55958,0.8276,High,First Class,1
20015,0.8276,High,Second Class,1
41053,0.8276,High,Second Class,1
41053,0.8276,High,Second Class,1
56183,0.8274,High,First Class,1
56183,0.8274,High,First Class,1
15764,0.8273,High,Second Class,1
15764,0.8273,High,Second Class,1
55958,0.8272,High,First Class,1
55958,0.8272,High,First Class,1
55958,0.8272,High,First Class,1
49179,0.8272,High,Same Day,1
63543,0.8271,High,First Class,1
39160,0.8271,High,First Class,0
40134,0.8271,High,First Class,1
39160,0.8271,High,First Class,0
20458,0.8271,High,First Class,0
39160,0.8271,High,First Class,0
63543,0.8267,High,First Class,1
37529,0.8266,High,First Class,0
46823,0.8266,High,First Class,1
46823,0.8266,High,First Class,1
46823,0.8266,High,First Class,1
67312,0.8264,High,Second Class,1
63543,0.8264,High,First Class,1
67312,0.8264,High,Second Class,1
67312,0.8264,High,Second Class,1
35082,0.8263,High,Second Class,1
46415,0.8263,High,Second Class,1
65484,0.8262,High,First Class,1
65484,0.8262,High,First Class,1
37529,0.8262,High,First Class,0
37529,0.8262,High,First Class,0
65484,0.8262,High,First Class,1
37529,0.8262,High,First Class,0
37529,0.8262,High,First Class,0
65484,0.8262,High,First Class,1
74663,0.8259,High,First Class,1
34890,0.8259,High,Second Class,1
61097,0.8259,High,Second Class,1
45033,0.8259,High,Second Class,1
39525,0.8258,High,Same Day,1
65932,0.8258,High,First Class,1
53018,0.8257,High,Same Day,1
23163,0.8257,High,First Class,1
68582,0.8256,High,Second Class,1
23163,0.8256,High,First Class,1
19609,0.8255,High,Second Class,1
39525,0.8255,High,Same Day,1
45053,0.8255,High,Second Class,1
38569,0.8255,High,Second Class,1
63543,0.8255,High,First Class,1
65932,0.8255,High,First Class,1
65484,0.8255,High,First Class,1
9415,0.8252,High,First Class,1
26652,0.8251,High,Second Class,1
26652,0.8251,High,Second Class,1
40146,0.8251,High,Second Class,0
26652,0.8251,High,Second Class,1
26652,0.8251,High,Second Class,1
65932,0.8251,High,First Class,1
45033,0.8251,High,Second Class,1
65932,0.8251,High,First Class,1
24103,0.825,High,First Class,1
24704,0.825,High,Same Day,1
53018,0.825,High,Same Day,1
39525,0.8249,High,Same Day,1
6499,0.8249,High,Same Day,1
23163,0.8249,High,First Class,1
53018,0.8248,High,Same Day,1
40146,0.8247,High,Second Class,0
38569,0.8247,High,Second Class,1
45033,0.8247,High,Second Class,1
45033,0.8247,High,Second Class,1
40146,0.8247,High,Second Class,0
39560,0.8247,High,Second Class,1
45033,0.8247,High,Second Class,1
45053,0.8246,High,Second Class,1
26376,0.8246,High,Second Class,0
20748,0.8246,High,First Class,1
53018,0.8245,High,Same Day,1
69791,0.8244,High,First Class,0
61033,0.8243,High,Same Day,1
26376,0.8242,High,Second Class,0
39525,0.8242,High,Same Day,1
39525,0.8242,High,Same Day,1
53018,0.8241,High,Same Day,1
15128,0.8241,High,First Class,1
26376,0.8238,High,Second Class,0
40147,0.8238,High,Second Class,1
20748,0.8238,High,First Class,1
23110,0.8237,High,First Class,1
32637,0.8236,High,Second Class,1
58911,0.8236,High,First Class,0
32637,0.8236,High,Second Class,1
274,0.8236,High,Same Day,1
274,0.8235,High,Same Day,1
61033,0.8232,High,Same Day,1
274,0.8232,High,Same Day,1
52152,0.8231,High,First Class,1
14038,0.8231,High,First Class,1
56669,0.8226,High,Second Class,1
56669,0.8226,High,Second Class,1
56669,0.8226,High,Second Class,1
56669,0.8226,High,Second Class,1
58911,0.8225,High,First Class,0
26776,0.8225,High,Second Class,0
20513,0.8224,High,Second Class,1
45946,0.8223,High,Second Class,0
40073,0.8222,High,Second Class,1
24387,0.8221,High,Second Class,1
667,0.822,High,Same Day,0
667,0.822,High,Same Day,0
26776,0.822,High,Second Class,0
26776,0.822,High,Second Class,0
26776,0.822,High,Second Class,0
26776,0.822,High,Second Class,0
1761,0.822,High,First Class,1
21780,0.822,High,Same Day,1
57558,0.822,High,Second Class,1
27766,0.8219,High,First Class,1
45983,0.8217,High,First Class,0
40073,0.8217,High,Second Class,1
45653,0.8215,High,Second Class,1
45653,0.8215,High,Second Class,1
21780,0.8214,High,Same Day,1
40073,0.8213,High,Second Class,1
40073,0.8213,High,Second Class,1
9178,0.8213,High,First Class,0
40073,0.8213,High,Second Class,1
4584,0.8212,High,Second Class,1
27766,0.8212,High,First Class,1
27766,0.8212,High,First Class,1
27766,0.8212,High,First Class,1
57558,0.8212,High,Second Class,1
20533,0.8212,High,Second Class,1
57558,0.8212,High,Second Class,1
1761,0.8212,High,First Class,1
17378,0.8211,High,Same Day,1
17378,0.8211,High,Same Day,1
42591,0.8209,High,Second Class,0
45983,0.8209,High,First Class,0
17378,0.8209,High,Same Day,1
45983,0.8209,High,First Class,0
56985,0.8208,High,Second Class,1
4584,0.8208,High,Second Class,1
21780,0.8207,High,Same Day,1
73971,0.8205,High,Same Day,1
9178,0.8204,High,First Class,0
33430,0.8204,High,First Class,1
9178,0.8204,High,First Class,0
4584,0.8203,High,Second Class,1
4584,0.8203,High,Second Class,1
58761,0.8203,High,First Class,0
58760,0.8203,High,First Class,1
58761,0.8203,High,First Class,0
58761,0.8203,High,First Class,0
17378,0.8202,High,Same Day,1
72679,0.8201,High,Same Day,0
60137,0.8201,High,Second Class,1
60137,0.8201,High,Second Class,1
33430,0.82,High,First Class,1
33430,0.82,High,First Class,1
56812,0.8199,High,First Class,0
38569,0.8198,High,Second Class,1
38569,0.8198,High,Second Class,1
56812,0.8198,High,First Class,0
62803,0.8196,High,First Class,1
56812,0.8195,High,First Class,0
63978,0.8195,High,Same Day,0
49113,0.8194,High,Second Class,1
72527,0.8194,High,Same Day,0
38569,0.8194,High,Second Class,1
25203,0.8192,High,Same Day,0
62803,0.8192,High,First Class,1
75963,0.8192,High,Same Day,0
40754,0.8192,High,Second Class,1
62803,0.8192,High,First Class,1
49640,0.8192,High,Same Day,1
25203,0.8192,High,Same Day,0
9828,0.8191,High,First Class,0
56812,0.8191,High,First Class,0
56812,0.8191,High,First Class,0
11284,0.8191,High,Same Day,1
49113,0.819,High,Second Class,1
61263,0.819,High,First Class,1
49113,0.819,High,Second Class,1
58392,0.819,High,First Class,0
61263,0.819,High,First Class,1
49113,0.819,High,Second Class,1
49113,0.819,High,Second Class,1
8771,0.8189,High,First Class,1
34302,0.8188,High,Same Day,1
49045,0.8188,High,Same Day,1
34302,0.8188,High,Same Day,1
16905,0.8188,High,Second Class,1
27784,0.8188,High,Second Class,1
49045,0.8188,High,Same Day,1
40754,0.8188,High,Second Class,1
42118,0.8188,High,Second Class,1
73005,0.8188,High,Same Day,1
49045,0.8188,High,Same Day,1
25203,0.8188,High,Same Day,0
66422,0.8188,High,Same Day,1
63978,0.8188,High,Same Day,0
61263,0.8187,High,First Class,1
385,0.8187,High,Second Class,1
66422,0.8186,High,Same Day,1
1826,0.8186,High,First Class,1
1826,0.8186,High,First Class,1
25203,0.8186,High,Same Day,0
11284,0.8186,High,Same Day,1
10809,0.8186,High,Same Day,1
49045,0.8186,High,Same Day,1
1826,0.8185,High,First Class,1
40600,0.8185,High,Same Day,1
1826,0.8185,High,First Class,1
62803,0.8184,High,First Class,1
34302,0.8184,High,Same Day,1
76094,0.8184,High,Second Class,1
15115,0.8184,High,Same Day,1
62803,0.8184,High,First Class,1
58392,0.8183,High,First Class,0
61263,0.8183,High,First Class,1
40600,0.8183,High,Same Day,1
58392,0.8183,High,First Class,0
1824,0.8182,High,First Class,1
8771,0.8181,High,First Class,1
8771,0.8181,High,First Class,1
8771,0.8181,High,First Class,1
24103,0.818,High,First Class,1
49640,0.8179,High,Same Day,1
11284,0.8179,High,Same Day,1
11284,0.8179,High,Same Day,1
34302,0.8179,High,Same Day,1
34302,0.8179,High,Same Day,1
25203,0.8179,High,Same Day,0
24149,0.8179,High,Same Day,1
63978,0.8179,High,Same Day,0
66422,0.8179,High,Same Day,1
66422,0.8179,High,Same Day,1
49045,0.8179,High,Same Day,1
19375,0.8179,High,Same Day,1
1824,0.8178,High,First Class,1
1824,0.8178,High,First Class,1
1826,0.8178,High,First Class,1
45946,0.8178,High,Second Class,0
32031,0.8177,High,First Class,1
40600,0.8176,High,Same Day,1
40600,0.8176,High,Same Day,1
15764,0.8175,High,Second Class,1
385,0.8174,High,Second Class,1
37561,0.8174,High,Second Class,0
385,0.8174,High,Second Class,1
385,0.8174,High,Second Class,1
11149,0.8173,High,Second Class,1
14372,0.8172,High,First Class,0
53013,0.8172,High,Same Day,1
53022,0.8172,High,Same Day,0
7905,0.8171,High,First Class,1
4018,0.817,High,Same Day,0
4018,0.817,High,Same Day,0
53013,0.817,High,Same Day,1
32031,0.8169,High,First Class,1
66501,0.8168,High,Second Class,0
37561,0.8166,High,Second Class,0
54014,0.8166,High,First Class,0
54014,0.8166,High,First Class,0
37561,0.8166,High,Second Class,0
44313,0.8166,High,Second Class,1
14013,0.8165,High,Same Day,1
7905,0.8164,High,First Class,1
7905,0.8164,High,First Class,1
7905,0.8164,High,First Class,1
32797,0.8164,High,Second Class,1
32797,0.8164,High,Second Class,1
53013,0.8163,High,Same Day,1
53022,0.8163,High,Same Day,0
68582,0.8163,High,Second Class,1
4018,0.8163,High,Same Day,0
61298,0.8163,High,First Class,1
53013,0.8163,High,Same Day,1
32031,0.816,High,First Class,1
32031,0.816,High,First Class,1
44313,0.8158,High,Second Class,1
46415,0.8158,High,Second Class,1
46415,0.8158,High,Second Class,1
54014,0.8158,High,First Class,0
14013,0.8156,High,Same Day,1
76853,0.8156,High,Same Day,1
14013,0.8156,High,Same Day,1
14013,0.8156,High,Same Day,1
61298,0.8155,High,First Class,1
26279,0.8154,High,Second Class,1
40146,0.8154,High,Second Class,0
43313,0.8154,High,Second Class,1
31265,0.8153,High,First Class,1
31265,0.8152,High,First Class,1
1780,0.815,High,First Class,1
75303,0.815,High,First Class,1
9390,0.815,High,First Class,0
40146,0.815,High,Second Class,0
1780,0.815,High,First Class,1
46415,0.8149,High,Second Class,1
31265,0.8149,High,First Class,1
31265,0.8149,High,First Class,1
46415,0.8149,High,Second Class,1
47227,0.8148,High,Second Class,1
61298,0.8146,High,First Class,1
70268,0.8145,High,First Class,1
65343,0.8145,High,First Class,1
1772,0.8145,High,Second Class,1
1772,0.8145,High,Second Class,1
1772,0.8145,High,Second Class,1
31265,0.8145,High,First Class,1
65343,0.8145,High,First Class,1
30452,0.8144,High,First Class,1
47227,0.8143,High,Second Class,1
47227,0.8143,High,Second Class,1
47227,0.8143,High,Second Class,1
47227,0.8143,High,Second Class,1
30523,0.8143,High,Second Class,1
34353,0.8139,High,First Class,1
27378,0.8139,High,Same Day,1
42220,0.8138,High,First Class,1
30452,0.8138,High,First Class,1
1772,0.8138,High,Second Class,1
42220,0.8138,High,First Class,1
42220,0.8138,High,First Class,1
30452,0.8138,High,First Class,1
65343,0.8137,High,First Class,1
65343,0.8137,High,First Class,1
71479,0.8136,High,Second Class,1
71789,0.8135,High,Same Day,1
42220,0.8135,High,First Class,1
76979,0.8135,High,Same Day,1
19747,0.8135,High,Second Class,1
29484,0.8133,High,First Class,1
30382,0.8133,High,First Class,0
29484,0.8133,High,First Class,1
51986,0.8133,High,Same Day,1
20513,0.8133,High,Second Class,1
30382,0.8133,High,First Class,0
42220,0.8131,High,First Class,1
29484,0.8131,High,First Class,1
31244,0.8131,High,First Class,0
14873,0.813,High,Second Class,1
55365,0.813,High,First Class,1
73145,0.8129,High,First Class,1
5396,0.8129,High,First Class,1
55365,0.8129,High,First Class,1
55365,0.8128,High,First Class,1
29484,0.8127,High,First Class,1
31244,0.8127,High,First Class,0
50598,0.8127,High,Second Class,1
50598,0.8127,High,Second Class,1
23110,0.8126,High,First Class,1
31244,0.8126,High,First Class,0
29484,0.8126,High,First Class,1
5396,0.8126,High,First Class,1
12659,0.8126,High,First Class,1
51986,0.8126,High,Same Day,1
12659,0.8125,High,First Class,1
20513,0.8125,High,Second Class,1
20513,0.8125,High,Second Class,1
62799,0.8124,High,Second Class,1
23110,0.8124,High,First Class,1
14878,0.8124,High,Second Class,1
49705,0.8123,High,First Class,1
49705,0.8123,High,First Class,1
12659,0.8122,High,First Class,1
5396,0.8122,High,First Class,1
14873,0.8121,High,Second Class,1
55365,0.8121,High,First Class,1
11483,0.8121,High,Same Day,1
14873,0.8121,High,Second Class,1
56991,0.8121,High,Same Day,1
11483,0.8121,High,Same Day,1
55365,0.8121,High,First Class,1
6121,0.812,High,Second Class,0
61020,0.812,High,Same Day,1
55879,0.812,High,Same Day,0
1068,0.812,High,Same Day,1
66501,0.8119,High,Second Class,0
66501,0.8119,High,Second Class,0
62799,0.8119,High,Second Class,1
12659,0.8118,High,First Class,1
58084,0.8118,High,Second Class,1
43313,0.8117,High,Second Class,1
56398,0.8117,High,Second Class,1
20533,0.8117,High,Second Class,1
1068,0.8117,High,Same Day,1
49705,0.8116,High,First Class,1
49705,0.8116,High,First Class,1
62799,0.8115,High,Second Class,1
62799,0.8115,High,Second Class,1
62799,0.8115,High,Second Class,1
11483,0.8114,High,Same Day,1
31236,0.8114,High,Same Day,1
11483,0.8114,High,Same Day,1
58573,0.8113,High,First Class,1
55879,0.8112,High,Same Day,0
51900,0.8112,High,Same Day,1
51900,0.8112,High,Same Day,1
51900,0.8112,High,Same Day,1
55879,0.8112,High,Same Day,0
1068,0.8112,High,Same Day,1
22518,0.8111,High,Second Class,1
58084,0.8108,High,Second Class,1
58084,0.8108,High,Second Class,1
6121,0.8108,High,Second Class,0
58084,0.8108,High,Second Class,1
6121,0.8107,High,Second Class,0
6121,0.8107,High,Second Class,0
6121,0.8107,High,Second Class,0
31236,0.8106,High,Same Day,1
1135,0.8104,High,Second Class,1
21898,0.8104,High,Same Day,1
46276,0.8103,High,Second Class,0
63197,0.8103,High,Second Class,1
63197,0.8103,High,Second Class,1
46276,0.8103,High,Second Class,0
46276,0.8103,High,Second Class,0
44945,0.8103,High,Second Class,1
63197,0.8103,High,Second Class,1
63197,0.8103,High,Second Class,1
63197,0.8103,High,Second Class,1
2814,0.8102,High,Second Class,1
12081,0.8101,High,Second Class,0
12081,0.8101,High,Second Class,0
21898,0.8099,High,Same Day,1
43313,0.8096,High,Second Class,1
21897,0.8095,High,Same Day,1
21897,0.8093,High,Same Day,1
21897,0.8093,High,Same Day,1
17940,0.8091,High,Second Class,1
17940,0.8091,High,Second Class,1
17940,0.8091,High,Second Class,1
17940,0.8091,High,Second Class,1
16905,0.809,High,Second Class,1
28108,0.809,High,Second Class,1
49468,0.8089,High,Second Class,1
49468,0.8089,High,Second Class,1
49468,0.8089,High,Second Class,1
49468,0.8089,High,Second Class,1
3618,0.8089,High,Same Day,1
43313,0.8087,High,Second Class,1
43313,0.8087,High,Second Class,1
21897,0.8086,High,Same Day,1
16250,0.8085,High,Second Class,1
16250,0.8085,High,Second Class,1
16250,0.8085,High,Second Class,1
16250,0.8085,High,Second Class,1
28108,0.8085,High,Second Class,1
43001,0.8084,High,Same Day,1
41559,0.8084,High,Second Class,1
31086,0.8084,High,Same Day,1
31085,0.8083,High,Same Day,1
33782,0.8083,High,Second Class,1
31085,0.8083,High,Same Day,1
43003,0.8082,High,Same Day,1
28108,0.8081,High,Second Class,1
56572,0.8081,High,Second Class,1
50144,0.808,High,Second Class,1
50144,0.808,High,Second Class,1
47306,0.808,High,Same Day,0
50144,0.808,High,Second Class,1
43003,0.8079,High,Same Day,1
56572,0.8078,High,Second Class,1
43001,0.8078,High,Same Day,1
47306,0.8078,High,Same Day,0
43003,0.8078,High,Same Day,1
1780,0.8077,High,First Class,1
34537,0.8076,High,Second Class,1
34537,0.8076,High,Second Class,1
21013,0.8076,High,Same Day,1
16373,0.8076,High,Same Day,1
67158,0.8076,High,Second Class,1
34537,0.8076,High,Second Class,1
33782,0.8075,High,Second Class,1
31085,0.8075,High,Same Day,1
31086,0.8075,High,Same Day,1
67158,0.8075,High,Second Class,1
67158,0.8075,High,Second Class,1
31086,0.8075,High,Same Day,1
48350,0.8075,High,Same Day,1
9823,0.8074,High,Second Class,1
43983,0.8073,High,Second Class,1
22936,0.8073,High,Second Class,0
43983,0.8073,High,Second Class,1
22936,0.8073,High,Second Class,0
22936,0.8073,High,Second Class,0
22936,0.8073,High,Second Class,0
32761,0.8072,High,Second Class,0
48227,0.8072,High,Second Class,1
9419,0.8072,High,First Class,0
48227,0.8072,High,Second Class,1
16905,0.8071,High,Second Class,1
68982,0.8071,High,Same Day,1
41229,0.8071,High,Same Day,1
12030,0.8071,High,Same Day,0
74311,0.8071,High,Same Day,1
1780,0.807,High,First Class,1
20089,0.807,High,Second Class,1
32058,0.807,High,Second Class,1
43001,0.807,High,Same Day,1
385,0.807,High,Second Class,1
43003,0.807,High,Same Day,1
29095,0.807,High,Same Day,1
47306,0.807,High,Same Day,0
1780,0.807,High,First Class,1
73900,0.807,High,Same Day,1
43050,0.8069,High,Second Class,1
3212,0.8069,High,First Class,1
56572,0.8068,High,Second Class,1
50782,0.8068,High,Second Class,1
38363,0.8068,High,Same Day,1
12030,0.8068,High,Same Day,0
48227,0.8068,High,Second Class,1
56572,0.8068,High,Second Class,1
38363,0.8068,High,Same Day,1
48227,0.8068,High,Second Class,1
15725,0.8068,High,Same Day,1
19579,0.8067,High,Same Day,1
24920,0.8067,High,Same Day,1
16373,0.8066,High,Same Day,1
26912,0.8066,High,Same Day,1
30286,0.8066,High,Second Class,0
48350,0.8066,High,Same Day,1
12030,0.8066,High,Same Day,0
16373,0.8066,High,Same Day,1
15725,0.8066,High,Same Day,1
21013,0.8066,High,Same Day,1
37311,0.8066,High,Same Day,1
12864,0.8066,High,Same Day,1
38363,0.8066,High,Same Day,1
9419,0.8065,High,First Class,0
43050,0.8065,High,Second Class,1
61073,0.8065,High,Same Day,0
9419,0.8065,High,First Class,0
43050,0.8065,High,Second Class,1
9419,0.8065,High,First Class,0
9390,0.8065,High,First Class,0
24658,0.8065,High,Second Class,1
61073,0.8065,High,Same Day,0
24658,0.8065,High,Second Class,1
45012,0.8064,High,Second Class,1
45012,0.8064,High,Second Class,1
45012,0.8064,High,Second Class,1
22065,0.8063,High,Second Class,1
19579,0.8063,High,Same Day,1
4092,0.8063,High,Second Class,1
30523,0.8062,High,Second Class,1
42745,0.8061,High,Second Class,1
10091,0.8061,High,Second Class,0
11285,0.8061,High,Second Class,1
28385,0.8061,High,Second Class,1
28107,0.8061,High,Second Class,1
14904,0.8061,High,Second Class,1
9823,0.8061,High,Second Class,1
10091,0.8061,High,Second Class,0
19579,0.8058,High,Same Day,1
67035,0.8058,High,Same Day,1
48350,0.8058,High,Same Day,1
19579,0.8058,High,Same Day,1
16373,0.8058,High,Same Day,1
15725,0.8058,High,Same Day,1
26113,0.8058,High,Second Class,1
67035,0.8058,High,Same Day,1
38363,0.8058,High,Same Day,1
23637,0.8058,High,Second Class,1
26113,0.8058,High,Second Class,1
41229,0.8058,High,Same Day,1
21013,0.8058,High,Same Day,1
23637,0.8058,High,Second Class,1
71510,0.8058,High,Same Day,0
23637,0.8058,High,Second Class,1
26113,0.8058,High,Second Class,1
11570,0.8058,High,Second Class,1
26912,0.8058,High,Same Day,1
14914,0.8058,High,Second Class,1
21013,0.8058,High,Same Day,1
16373,0.8058,High,Same Day,1
26113,0.8058,High,Second Class,1
12030,0.8058,High,Same Day,0
48350,0.8058,High,Same Day,1
62379,0.8058,High,Same Day,1
21013,0.8058,High,Same Day,1
30286,0.8058,High,Second Class,0
30286,0.8058,High,Second Class,0
42745,0.8057,High,Second Class,1
61073,0.8057,High,Same Day,0
42745,0.8057,High,Second Class,1
39661,0.8057,High,Second Class,0
11285,0.8057,High,Second Class,1
42745,0.8057,High,Second Class,1
11285,0.8057,High,Second Class,1
10091,0.8057,High,Second Class,0
11285,0.8057,High,Second Class,1
63379,0.8056,High,Second Class,1
24658,0.8056,High,Second Class,1
63379,0.8056,High,Second Class,1
28107,0.8056,High,Second Class,1
16059,0.8056,High,Second Class,1
24658,0.8056,High,Second Class,1
3804,0.8055,High,Same Day,1
23574,0.8055,High,Second Class,1
3212,0.8055,High,First Class,1
25340,0.8054,High,Same Day,1
4092,0.8053,High,Second Class,1
4092,0.8053,High,Second Class,1
11569,0.8053,High,Second Class,1
11569,0.8053,High,Second Class,1
25340,0.8053,High,Same Day,1
4092,0.8053,High,Second Class,1
4092,0.8053,High,Second Class,1
58875,0.8052,High,Second Class,1
25340,0.8052,High,Same Day,1
33807,0.8052,High,Second Class,1
33807,0.8052,High,Second Class,1
25340,0.8052,High,Same Day,1
58875,0.8052,High,Second Class,1
33807,0.8052,High,Second Class,1
58875,0.8052,High,Second Class,1
33807,0.8052,High,Second Class,1
33807,0.8052,High,Second Class,1
23574,0.8051,High,Second Class,1
23574,0.8051,High,Second Class,1
7813,0.8051,High,Second Class,1
23574,0.805,High,Second Class,1
11569,0.805,High,Second Class,1
23574,0.805,High,Second Class,1
39360,0.805,High,Same Day,1
11570,0.805,High,Second Class,1
11569,0.805,High,Second Class,1
56161,0.805,High,Same Day,1
56161,0.8049,High,Same Day,1
11130,0.8049,High,Second Class,1
56161,0.8049,High,Same Day,1
4352,0.8049,High,Same Day,0
46214,0.8047,High,Second Class,1
46214,0.8047,High,Second Class,1
46214,0.8047,High,Second Class,1
36983,0.8047,High,Second Class,1
46214,0.8047,High,Second Class,1
69413,0.8047,High,Second Class,1
46214,0.8047,High,Second Class,1
41112,0.8046,High,Second Class,1
41112,0.8046,High,Second Class,1
41112,0.8046,High,Second Class,1
64481,0.8045,High,Second Class,0
63380,0.8045,High,Second Class,1
39661,0.8043,High,Second Class,0
39661,0.8043,High,Second Class,0
14552,0.8042,High,Second Class,1
12613,0.8042,High,Second Class,1
12613,0.8042,High,Second Class,1
7813,0.8042,High,Second Class,1
33898,0.8042,High,Second Class,1
7813,0.8042,High,Second Class,1
71564,0.8042,High,Second Class,1
12613,0.8042,High,Second Class,1
7813,0.8042,High,Second Class,1
12613,0.8042,High,Second Class,1
56161,0.8041,High,Same Day,1
56161,0.8041,High,Same Day,1
3804,0.8041,High,Same Day,1
3804,0.8041,High,Same Day,1
4352,0.8041,High,Same Day,0
32797,0.804,High,Second Class,1
35290,0.804,High,Second Class,1
52597,0.804,High,Second Class,1
15513,0.804,High,First Class,1
11570,0.8039,High,Second Class,1
33898,0.8038,High,Second Class,1
36983,0.8038,High,Second Class,1
36983,0.8038,High,Second Class,1
36983,0.8038,High,Second Class,1
33898,0.8038,High,Second Class,1
30523,0.8038,High,Second Class,1
15513,0.8035,High,First Class,1
15513,0.8035,High,First Class,1
61549,0.8035,High,Second Class,1
61549,0.8035,High,Second Class,1
50598,0.8034,High,Second Class,1
34437,0.8033,High,Second Class,1
58892,0.8033,High,Second Class,1
34437,0.8033,High,Second Class,1
34437,0.8033,High,Second Class,1
34437,0.8033,High,Second Class,1
41019,0.8033,High,Second Class,1
36101,0.8032,High,Same Day,1
12346,0.8032,High,Second Class,0
12346,0.8032,High,Second Class,0
36101,0.8032,High,Same Day,1
15957,0.8031,High,Same Day,0
52597,0.8031,High,Second Class,1
52597,0.8031,High,Second Class,1
19432,0.803,High,First Class,1
26478,0.803,High,Second Class,1
17940,0.8029,High,Second Class,1
36031,0.8028,High,Second Class,0
15513,0.8027,High,First Class,1
12346,0.8027,High,Second Class,0
12346,0.8027,High,Second Class,0
36304,0.8027,High,Second Class,1
12346,0.8027,High,Second Class,0
21122,0.8026,High,Second Class,1
5536,0.8026,High,Second Class,0
32252,0.8026,High,Second Class,1
15957,0.8026,High,Same Day,0
3687,0.8026,High,Same Day,0
19432,0.8026,High,First Class,1
21122,0.8026,High,Second Class,1
15957,0.8026,High,Same Day,0
58892,0.8024,High,Second Class,1
35820,0.8023,High,Second Class,1
14914,0.8023,High,Second Class,1
16219,0.8022,High,Second Class,1
16219,0.8022,High,Second Class,1
31415,0.8022,High,Second Class,1
16965,0.8022,High,Second Class,1
910,0.8021,High,Second Class,1
16219,0.8021,High,Second Class,1
910,0.8021,High,Second Class,1
37875,0.8021,High,Second Class,1
5536,0.8021,High,Second Class,0
25407,0.802,High,Second Class,1
19432,0.8018,High,First Class,1
11253,0.8018,High,Second Class,1
11253,0.8018,High,Second Class,1
11253,0.8018,High,Second Class,1
21122,0.8017,High,Second Class,1
42792,0.8017,High,Second Class,1
37875,0.8017,High,Second Class,1
5536,0.8017,High,Second Class,0
21122,0.8017,High,Second Class,1
5536,0.8017,High,Second Class,0
16219,0.8017,High,Second Class,1
5536,0.8017,High,Second Class,0
21471,0.8014,High,Second Class,0
7465,0.8014,High,First Class,1
51017,0.8013,High,Second Class,1
35820,0.8013,High,Second Class,1
35820,0.8013,High,Second Class,1
19681,0.8013,High,Second Class,0
19681,0.8013,High,Second Class,0
35820,0.8013,High,Second Class,1
30774,0.8013,High,Second Class,1
16965,0.8012,High,Second Class,1
16965,0.8012,High,Second Class,1
16965,0.8012,High,Second Class,1
37561,0.8012,High,Second Class,0
36207,0.8012,High,Second Class,1
39439,0.8012,High,Second Class,1
16965,0.8012,High,Second Class,1
34796,0.8012,High,Second Class,0
19625,0.8012,High,First Class,0
16219,0.8012,High,Second Class,1
37561,0.8012,High,Second Class,0
16562,0.8012,High,Second Class,1
34796,0.8012,High,Second Class,0
70436,0.8011,High,Second Class,0
25407,0.8011,High,Second Class,1
45365,0.8011,High,Second Class,1
22582,0.8011,High,Second Class,1
69352,0.8011,High,Second Class,1
72791,0.8011,High,Second Class,0
45365,0.8011,High,Second Class,1
47115,0.8011,High,Second Class,1
45365,0.8011,High,Second Class,1
25407,0.8011,High,Second Class,1
62793,0.801,High,Second Class,1
62793,0.801,High,Second Class,1
77009,0.8009,High,Second Class,1
3687,0.8009,High,Same Day,0
73305,0.8009,High,First Class,1
28108,0.8009,High,Second Class,1
30774,0.8009,High,Second Class,1
39923,0.8008,High,Second Class,1
31415,0.8008,High,Second Class,1
31415,0.8008,High,Second Class,1
39923,0.8008,High,Second Class,1
63413,0.8008,High,First Class,1
39439,0.8007,High,Second Class,1
50556,0.8007,High,Second Class,0
32379,0.8007,High,Second Class,1
7465,0.8007,High,First Class,1
50556,0.8007,High,Second Class,0
7465,0.8007,High,First Class,1
7465,0.8007,High,First Class,1
42792,0.8007,High,Second Class,1
